eco2,humidity,pressure,raw_ethanol,raw_h2,temperature,timestamp,fire_alarm
1406,35.78253,1006.16998,3226,112,50.18272,1403,1
1435,35.70204,1006.14001,3219,105,50.16136,1404,1
1169,35.68792,1006.09998,3229,99,50.12207,1405,1
1712,36.0363,1006.15997,3219,99,50.39883,1406,1
1406,35.96888,1006.09998,3219,99,50.50049,1407,1
1743,35.89029,1006.09998,3215,98,50.63019,1408,1
1388,35.75573,1006.12,3212,107,50.7719,1409,1
1350,35.6307,1006.10999,3211,92,50.75722,1410,1
1612,35.69517,1006.16998,3200,87,51.09921,1411,1
1381,35.29968,1006.09003,3192,92,50.97446,1412,1
1234,35.1263,1006.15002,3192,86,50.8585,1413,1
1081,35.07929,1006.08002,3205,112,50.78583,1415,1
934,34.97124,1006.12,3211,111,50.6031,1416,1
856,34.99928,1006.07001,3216,111,50.39539,1417,1
809,35.01253,1006.10999,3223,112,50.18177,1418,1
729,35.05297,1006.19,3220,111,49.95766,1419,1
657,35.01263,1006.15002,3223,103,49.63264,1420,1
750,35.19688,1006.10999,3225,102,49.45698,1421,1
753,35.43806,1006.15997,3227,103,49.28627,1422,1
752,35.5546,1006.15997,3225,108,49.07036,1423,1
752,35.76269,1006.16998,3213,101,48.90671,1424,1
963,35.89344,1006.15002,3214,103,48.75698,1425,1
922,36.13605,1006.12,3209,101,48.58551,1426,1
1488,36.65981,1006.10999,3207,102,48.87123,1427,1
1750,36.60126,1006.10999,3139,98,48.70586,1428,1
2442,37.21113,1006.09003,3112,93,49.11022,1429,1
1411,37.12187,1006.16998,3086,103,49.25251,1430,1
1236,37.16202,1006.13,3081,105,49.64256,1431,1
1228,37.11071,1006.14001,3096,100,50.07191,1432,1
1351,37.02621,1006.09003,3107,92,50.36182,1433,1
1089,36.69491,1006.20001,3110,92,50.48752,1434,1
1217,36.64608,1006.21002,3102,93,50.93594,1435,1
1077,36.18345,1006.15002,3117,95,51.04847,1436,1
899,35.75439,1006.09998,3118,95,50.94585,1437,1
857,35.39963,1006.13,3101,98,50.80776,1438,1
834,35.13689,1006.06,3081,92,50.75054,1439,1
948,35.12096,1006.13,3067,100,50.9016,1440,1
1111,34.99479,1006.17999,3077,103,51.00117,1441,1
1066,34.90019,1006.10999,3096,88,51.14708,1442,1
1066,34.97248,1006.08002,3111,81,51.36375,1443,1
1366,35.15577,1006.09998,3119,84,51.8013,1444,1
1353,34.90095,1006.10999,3130,83,51.94511,1445,1
1066,34.86004,1006.09003,3151,83,51.92852,1446,1
943,34.54971,1006.12,3156,81,51.73073,1447,1
843,34.2145,1006.12,3170,82,51.43051,1448,1
1068,34.24082,1006.13,3173,82,51.39008,1449,1
1140,34.42488,1006.08002,3154,84,51.59397,1451,1
1060,34.23414,1006.15002,3165,85,51.44901,1452,1
949,33.8378,1006.02002,3161,79,50.7513,1454,1
926,33.89177,1006.07001,3159,84,50.81787,1455,1
852,33.88929,1006.03003,3175,82,50.86727,1456,1
1147,33.99315,1006.09003,3181,80,50.82893,1457,1
1388,34.15737,1006.04999,3183,80,50.90275,1458,1
1134,34.18741,1006.06,3167,82,50.92602,1459,1
974,34.07936,1006.04999,3157,82,50.61455,1460,1
854,33.94184,1006.04999,3151,82,50.24738,1461,1
752,33.92382,1006.06,3133,79,49.72591,1462,1
1183,34.15956,1006.01001,3132,78,49.65801,1463,1
1183,34.2947,1006.06,3142,82,49.81956,1464,1
874,34.36975,1006.06,3151,79,49.63322,1465,1
1077,34.77535,1006.04999,3156,75,49.78237,1466,1
1310,35.22377,1006.09998,3152,78,50.02174,1467,1
1345,35.22806,1006.06,3160,82,50.07172,1468,1
1011,35.27927,1006.03003,3173,77,49.98188,1469,1
1204,35.29673,1006.10999,3179,79,50.02346,1470,1
934,35.3219,1006.08002,3182,84,49.70284,1471,1
1338,35.65331,1006.06,3182,83,49.76025,1472,1
1107,35.45923,1006.08002,3185,82,49.41673,1473,1
1099,35.41536,1006.09003,3168,82,49.22962,1474,1
1229,35.75201,1006.06,3156,81,49.31717,1475,1
1113,35.86826,1006.03003,3138,85,49.33643,1476,1
1449,36.05194,1006.10999,3141,82,49.44115,1477,1
1250,36.06701,1006.04999,3140,81,49.52755,1478,1
1288,36.19099,1006.07001,3131,79,49.78352,1479,1
1099,35.97212,1005.95001,3130,85,49.70264,1480,1
901,35.77547,1006.07001,3133,84,49.40357,1481,1
987,35.71329,1006.08002,3136,85,49.18747,1482,1
813,35.59761,1006.08002,3148,81,48.79379,1483,1
1619,35.99586,1006.08002,3138,84,48.9666,1484,1
1512,36.29408,1006.10999,3148,84,49.23401,1485,1
1135,36.21216,1006.07001,3134,83,49.35493,1486,1
893,35.99548,1006.10999,3120,82,49.0448,1487,1
899,36.13548,1006.09998,3101,82,49.13235,1488,1
761,35.99806,1006.09003,3093,80,48.90575,1489,1
868,36.0074,1006.13,3106,80,48.60611,1490,1
659,35.90946,1006.13,3119,81,48.0938,1491,1
659,35.9457,1006.09003,3131,79,47.59045,1492,1
527,36.18364,1006.07001,3139,76,47.09835,1493,1
810,36.39116,1006.02002,3149,80,46.7598,1494,1
672,36.73334,1005.98999,3151,75,46.45252,1495,1
887,37.22258,1006.01001,3137,75,46.48438,1496,1
1186,37.64553,1006.03998,3134,65,46.70639,1497,1
979,37.81557,1006.08002,3133,66,46.5229,1498,1
1052,38.23929,1006.04999,3139,68,46.78841,1499,1
1441,38.57622,1006.03998,3151,70,46.98353,1500,1
1022,38.45129,1006.07001,3159,71,46.70258,1501,1
1017,38.44233,1005.95001,3160,69,46.41132,1502,1
1120,38.589,1006.03003,3159,70,46.53072,1503,1
1186,38.82418,1006.03003,3166,69,46.68427,1504,1
1182,38.78775,1006.07001,3173,69,46.7123,1505,1
1021,38.81092,1006.07001,3176,70,46.71459,1506,1
917,38.95683,1006.08002,3178,69,46.6423,1507,1
880,39.02359,1006.08002,3183,70,46.56906,1508,1
918,39.09893,1006.08002,3188,70,46.50326,1509,1
1651,39.12802,1006.02002,3192,70,46.38672,1510,1
1651,39.37054,1006.06,3186,70,46.46454,1511,1
1255,39.42471,1006.09998,3186,70,46.46797,1512,1
1126,39.36052,1006.04999,3186,70,46.18893,1513,1
1365,39.31198,1006.10999,3181,74,46.01231,1514,1
910,39.18085,1006.10999,3185,72,45.58678,1515,1
697,39.28223,1006.01001,3184,72,45.19997,1516,1
519,39.41364,1006.06,3186,64,45.00523,1517,1
896,40.03859,1006.04999,3181,66,44.89326,1519,1
1055,40.12918,1006.07001,3181,68,44.69509,1520,1
815,40.19718,1006.03998,3186,69,44.37065,1521,1
744,40.36655,1006.02002,3181,71,44.06147,1522,1
1326,40.86027,1006.08002,3178,69,44.30008,1523,1
1415,41.14542,1006.08002,3176,68,44.39754,1524,1
1257,41.25156,1006.02002,3180,71,44.44656,1525,1
986,41.39519,1006.03003,3184,70,44.40632,1526,1
843,41.47911,1006.03998,3187,72,44.31801,1527,1
780,41.71829,1006.03003,3188,72,44.32812,1528,1
703,41.93563,1006.06,3193,73,44.34071,1529,1
664,42.22803,1006.07001,3192,69,44.36436,1530,1
664,42.3646,1006.08002,3193,73,44.37275,1531,1
588,42.49144,1006.03998,3199,76,44.37351,1532,1
532,42.48123,1006.07001,3198,70,44.37046,1533,1
463,42.59195,1006.06,3196,69,44.37637,1534,1
420,42.47751,1005.97998,3197,70,44.21806,1535,1
400,42.26503,1006.09998,3195,68,43.91861,1537,1
400,42.29326,1006.01001,3189,71,43.70613,1538,1
855,42.41171,1006.08002,3196,70,43.68687,1539,1
1056,42.47208,1006.07001,3192,72,43.70728,1540,1
1181,42.63878,1006.01001,3192,72,43.78166,1541,1
1427,42.77277,1006.07001,3197,79,43.78567,1542,1
1371,42.81683,1006.07001,3199,75,43.74199,1543,1
1474,42.99316,1006.09003,3200,79,43.80703,1544,1
1338,43.12544,1006.10999,3202,72,43.83659,1545,1
1110,43.16587,1006.06,3207,73,43.8097,1546,1
891,43.1838,1006.0,3204,72,43.73474,1547,1
832,43.38598,1006.08002,3205,69,43.72807,1548,1
788,43.54773,1006.09998,3201,68,43.71166,1549,1
686,43.59818,1006.09998,3203,76,43.59951,1550,1
635,43.70012,1006.04999,3202,78,43.48068,1551,1
558,43.93263,1006.14001,3204,81,43.48431,1552,1
504,44.06509,1006.14001,3207,76,43.46466,1553,1
400,43.96734,1006.06,3201,78,43.34335,1554,1
819,43.85853,1006.09998,3197,77,43.24455,1555,1
1110,43.87112,1006.13,3195,77,43.1818,1556,1
1210,43.91623,1006.15997,3181,81,43.14842,1557,1
1557,44.10095,1006.10999,3188,73,43.24379,1558,1
1287,44.16504,1006.07001,3184,76,43.37158,1559,1
901,44.09571,1006.08002,3163,76,43.2724,1560,1
702,43.95304,1006.15997,3166,69,43.08414,1561,1
521,43.90068,1006.03003,3177,74,42.97714,1562,1
432,43.88409,1006.08002,3174,73,42.81445,1563,1
1076,44.00339,1006.06,3161,74,42.77096,1564,1
1076,44.16332,1006.03998,3157,77,42.99927,1565,1
1045,44.27233,1006.12,3169,73,43.24036,1566,1
1286,44.57455,1006.07001,3170,73,43.7294,1567,1
3739,44.909,1006.15002,3159,80,44.52267,1569,1
1738,44.74897,1006.12,3161,80,44.92302,1570,1
1357,44.45629,1006.09998,3170,83,45.4134,1571,1
1154,44.20776,1006.09003,3161,107,46.06781,1572,1
1623,43.96124,1006.09998,3163,99,46.75159,1573,1
2559,43.93148,1006.09998,3166,100,47.67227,1574,1
1755,43.38751,1006.09998,3172,103,48.32821,1575,1
2537,42.78822,1006.14001,3179,88,48.93036,1576,1
2041,42.20428,1006.09998,3177,97,49.47624,1577,1
2880,41.73937,1006.09998,3170,92,50.10815,1578,1
2300,41.08677,1006.08002,3169,81,50.72498,1579,1
2300,40.3966,1006.08002,3158,83,51.47247,1580,1
1925,39.38541,1006.12,3173,81,51.90296,1581,1
1542,38.43155,1006.09998,3171,75,52.02274,1582,1
2477,38.00611,1006.09998,3149,73,52.40841,1583,1
3203,37.29143,1006.13,3153,74,52.71988,1584,1
1853,36.24668,1006.14001,3172,73,52.81296,1585,1
1249,35.65598,1006.16998,3178,69,52.85511,1586,1
1554,35.25829,1006.06,3180,69,52.99053,1587,1
2179,34.95893,1006.03998,3187,69,53.10307,1588,1
1496,34.43708,1006.13,3194,71,53.06339,1589,1
2228,34.34315,1006.04999,3200,71,53.2917,1590,1
2218,34.10997,1006.12,3197,70,53.55759,1591,1
1703,33.8625,1006.09003,3211,69,53.75919,1592,1
1711,33.63085,1006.14001,3212,92,53.79028,1593,1
2001,33.40063,1006.08002,3219,78,53.78914,1594,1
2169,33.54664,1006.10999,3214,69,54.06189,1595,1
1994,33.71973,1006.15997,3215,72,54.39587,1596,1
1505,33.36601,1006.10999,3204,68,54.60377,1597,1
1033,32.91988,1006.09003,3214,74,54.59747,1598,1
1174,32.52459,1006.08002,3207,76,54.45004,1599,1
1302,32.20234,1006.13,3210,83,54.4054,1600,1
2633,32.22551,1006.02002,3219,83,54.51946,1601,1
2444,32.24335,1006.07001,3221,81,54.74281,1602,1
1749,32.76005,1006.03998,3231,72,55.30014,1604,1
1425,32.58266,1006.03003,3217,69,55.3566,1605,1
1336,32.59602,1006.03003,3153,70,55.70068,1606,1
1463,32.67946,1006.09003,3179,74,56.18172,1607,1
1322,32.45392,1006.07001,3192,88,56.62155,1608,1
1352,32.10392,1006.15002,3204,86,57.08828,1609,1
1525,31.91166,1006.02002,3217,85,57.59201,1610,1
1400,31.37302,1006.03003,3226,83,57.73106,1611,1
1045,30.65872,1006.07001,3221,85,57.46441,1612,1
842,30.11417,1006.09998,3205,80,56.62918,1613,1
1125,29.72059,1006.09003,3216,84,55.73521,1614,1
1125,29.84734,1006.06,3217,86,55.54962,1615,1
978,29.82397,1006.07001,3223,83,55.17426,1616,1
1035,30.49183,1006.08002,3228,85,55.7539,1617,1
1229,30.70488,1006.09998,3222,80,56.76365,1618,1
959,30.16748,1006.08002,3218,80,56.38351,1619,1
945,29.85258,1006.06,3215,84,55.95264,1620,1
789,29.82788,1006.02002,3223,84,55.62096,1621,1
1035,29.75979,1006.12,3217,84,55.5191,1622,1
1493,30.28736,1006.03998,3213,89,55.86166,1623,1
1330,30.55916,1006.04999,3206,87,56.42071,1624,1
1463,30.8177,1006.09003,3182,76,57.06387,1625,1
1201,30.40533,1006.12,3150,74,57.37877,1626,1
1211,30.41563,1006.03998,3159,70,57.90863,1627,1
1280,30.38883,1006.09003,3181,71,58.74901,1628,1
1168,30.08032,1006.09003,3180,83,59.2411,1629,1
1406,29.77753,1006.08002,3180,95,59.63516,1630,1
1362,29.2635,1006.07001,3199,108,59.9617,1631,1
992,28.62148,1006.12,3205,90,59.85126,1632,1
992,28.14913,1006.06,3215,84,59.80949,1633,1
899,27.89421,1006.09998,3221,81,59.95255,1635,1
1000,28.05576,1006.10999,3206,71,60.15892,1636,1
954,28.26462,1006.09003,3196,71,61.19709,1637,1
1224,27.9398,1006.07001,3181,71,61.50723,1638,1
1361,27.66676,1006.01001,3185,72,61.91254,1639,1
1040,27.29998,1006.03003,3194,72,62.08076,1640,1
986,27.16656,1006.04999,3197,75,62.40292,1641,1
892,26.79176,1006.04999,3204,80,62.47444,1642,1
851,26.68495,1005.98999,3212,74,62.40635,1643,1
851,26.51672,1006.08002,3222,75,62.27722,1644,1
808,26.24569,1006.02002,3228,71,62.05769,1645,1
756,26.12486,1006.08002,3229,70,61.7939,1646,1
661,25.88711,1006.13,3234,69,61.2072,1647,1
1732,26.03359,1006.17999,3232,69,60.79426,1648,1
3212,26.46027,1006.10999,3227,70,60.84023,1649,1
3024,26.60437,1006.12,3190,67,60.95409,1650,1
1630,26.31035,1006.14001,3192,70,60.4454,1651,1
1518,26.84612,1006.13,3166,71,60.89821,1652,1
1967,26.79424,1006.12,3170,69,61.27796,1653,1
1115,26.32818,1006.15002,3183,67,60.46066,1654,1
879,26.1796,1006.06,3191,68,59.62963,1656,1
922,26.62001,1005.97998,3182,69,59.73377,1657,1
1055,26.64557,1006.09003,3149,65,59.74884,1658,1
930,26.64051,1006.08002,3146,68,59.48849,1659,1
1027,26.88684,1006.14001,3137,67,59.9369,1660,1
855,26.68686,1006.15997,3128,67,59.49135,1661,1
779,26.66149,1006.03003,3105,61,59.20048,1662,1
921,26.97458,1005.96002,3100,66,59.42516,1663,1
1045,27.56424,1005.95001,3100,89,60.32047,1664,1
1147,27.6619,1006.04999,3118,83,60.88715,1665,1
1130,27.39925,1006.02002,3137,80,61.21445,1666,1
966,27.02541,1006.04999,3152,84,61.15456,1667,1
884,26.80311,1005.97998,3162,83,61.20415,1668,1
814,26.42155,1006.02002,3169,68,61.09295,1669,1
1025,26.51653,1006.02002,3169,68,61.16467,1670,1
801,26.08242,1006.10999,3178,69,60.31036,1671,1
1066,26.49279,1006.08002,3167,62,60.06565,1673,1
953,26.17149,1006.09003,3178,65,59.41811,1674,1
769,26.19143,1006.07001,3169,61,58.66261,1675,1
951,26.34811,1006.09003,3168,61,58.65746,1676,1
800,26.45445,1006.10999,3184,65,58.36182,1677,1
976,26.55115,1005.98999,3183,65,58.13713,1678,1
1001,26.72024,1005.97998,3179,61,57.90462,1679,1
857,26.80044,1005.96997,3167,70,57.44972,1680,1
1311,27.17209,1005.90997,3142,74,57.42798,1681,1
1158,27.40555,1005.98999,3140,72,57.5901,1682,1
1033,27.61669,1005.96997,3112,75,57.89299,1683,1
1041,27.57215,1005.96002,3095,72,57.92179,1684,1
1041,27.89135,1005.96002,3105,77,58.44269,1685,1
1314,27.74992,1005.98999,3104,89,58.79555,1686,1
938,27.47974,1005.92999,3091,85,58.60252,1687,1
1247,27.83604,1006.02002,3096,86,59.31282,1688,1
1194,27.44856,1005.97998,3099,89,59.15661,1689,1
1155,27.55814,1006.02002,3063,81,59.36852,1690,1
982,27.39582,1006.02002,3057,76,59.51767,1691,1
982,27.19755,1006.01001,3048,59,59.66377,1692,1
905,27.44646,1006.01001,3021,56,60.07576,1693,1
993,27.36883,1005.94,3046,57,60.62946,1694,1
1273,27.25267,1006.01001,3058,84,61.07674,1695,1
1087,27.05355,1005.97998,3074,99,61.41338,1696,1
1049,26.75686,1006.09998,3086,93,61.62605,1697,1
1171,26.59674,1005.96002,3101,95,61.85818,1698,1
1396,26.28708,1006.01001,3102,92,61.87706,1699,1
953,25.99993,1006.06,3096,89,61.79752,1700,1
935,25.66309,1006.04999,3092,83,61.38325,1701,1
906,25.52299,1006.03998,3098,87,61.06014,1702,1
1149,25.77038,1006.0,3110,92,61.3575,1703,1
1422,25.89626,1006.06,3125,92,61.63521,1704,1
1597,26.02739,1005.95001,3130,98,61.82976,1705,1
1244,26.01671,1006.06,3138,96,62.02755,1706,1
1591,26.11399,1006.04999,3144,95,62.286,1707,1
1216,25.86279,1006.06,3149,85,62.38766,1708,1
1178,25.56534,1006.08002,3155,86,62.31651,1710,1
1359,25.44994,1006.04999,3165,83,62.25967,1711,1
1332,25.46206,1006.02002,3170,78,62.20951,1712,1
1258,25.45776,1006.08002,3169,81,62.1521,1713,1
1130,25.57821,1005.98999,3171,82,62.18185,1714,1
1198,25.59071,1006.02002,3176,77,62.29439,1715,1
1192,25.75445,1006.01001,3172,72,62.63962,1716,1
1223,25.6876,1006.02002,3165,77,62.74776,1717,1
1098,25.68417,1005.96002,3141,83,63.11512,1718,1
1280,25.6609,1006.02002,3140,80,63.47046,1719,1
1296,25.25787,1005.96997,3148,80,63.56239,1720,1
1243,25.02499,1006.03003,3155,83,63.36651,1721,1
937,24.61786,1006.03998,3171,104,62.73918,1722,1
829,24.46136,1006.01001,3178,96,62.47597,1723,1
1046,24.56455,1006.04999,3181,79,62.49065,1724,1
2084,24.79153,1006.04999,3180,81,62.5597,1725,1
1757,24.93172,1006.01001,3179,81,62.47711,1726,1
1245,25.06561,1006.03998,3187,95,62.30526,1727,1
986,25.17138,1006.03003,3192,94,62.05482,1728,1
839,25.06866,1006.03003,3196,83,61.67812,1729,1
776,25.14544,1006.13,3198,94,61.37486,1730,1
736,25.33522,1006.08002,3204,89,61.15532,1731,1
802,25.33712,1006.09003,3194,88,60.83183,1732,1
1343,25.5044,1006.04999,3191,96,60.47421,1733,1
1343,25.84448,1006.04999,3171,102,60.50491,1734,1
1276,25.85592,1006.09003,3167,96,60.14729,1735,1
1394,25.98085,1006.03998,3167,90,59.95064,1736,1
1797,26.09034,1006.01001,3170,79,59.86729,1737,1
1447,25.93822,1006.03003,3174,81,59.42879,1738,1
1405,26.11561,1006.09003,3174,81,59.13811,1740,1
2315,26.38073,1006.08002,3176,85,59.19132,1741,1
1745,26.62153,1006.08002,3175,80,59.13582,1742,1
2678,26.74847,1006.09003,3178,87,59.26151,1743,1
1337,26.50223,1006.07001,3182,84,59.06429,1744,1
935,26.3442,1006.09998,3188,83,58.5228,1745,1
840,26.30434,1006.06,3191,81,57.73964,1746,1
1077,26.46456,1006.04999,3175,85,57.25136,1747,1
1077,26.66674,1006.02002,3175,84,56.91814,1748,1
1888,26.82037,1006.02002,3180,84,56.63719,1749,1
2367,27.30627,1006.01001,3173,85,56.76632,1750,1
1525,27.4869,1006.02002,3174,88,56.61869,1751,1
1120,27.52409,1006.08002,3182,83,56.47087,1752,1
912,27.64463,1006.04999,3174,81,56.0833,1753,1
1108,27.97203,1006.03003,3165,82,56.04649,1754,1
825,27.93617,1006.06,3169,81,55.5769,1755,1
709,28.08514,1006.06,3179,81,55.39913,1756,1
1149,28.49607,1006.03998,3183,83,55.30529,1757,1
911,28.7631,1006.08002,3180,82,55.23472,1758,1
895,28.74794,1006.09003,3178,80,54.75769,1759,1
1074,28.95327,1006.10999,3168,85,54.51794,1760,1
1074,29.05998,1006.08002,3165,85,54.23241,1761,1
846,29.15697,1006.03998,3156,80,53.68423,1762,1
1001,29.3746,1006.06,3153,83,53.54424,1763,1
927,29.65307,1006.09998,3156,77,53.42464,1764,1
1259,30.1774,1006.06,3151,79,53.77808,1765,1
1075,30.45378,1006.02002,3151,77,53.99456,1766,1
1161,30.56107,1006.06,3160,75,54.19369,1767,1
1073,30.68085,1006.09003,3172,78,54.48189,1768,1
1728,30.79977,1006.08002,3178,76,54.69456,1769,1
1176,30.82666,1006.07001,3164,77,54.85611,1770,1
1215,31.01778,1006.03998,3134,77,55.13172,1771,1
1324,30.99508,1006.03998,3111,82,55.64194,1772,1
929,30.44538,1006.09003,3104,81,55.17387,1773,1
893,30.32179,1005.98999,3110,81,55.11131,1774,1
714,30.05934,1006.03003,3117,82,54.69856,1775,1
1142,30.14317,1005.97998,3125,76,54.76284,1776,1
1108,30.2249,1006.07001,3135,82,54.99592,1777,1
922,30.19028,1006.03003,3150,83,55.11475,1778,1
922,30.0355,1006.02002,3155,81,55.07336,1779,1
829,29.89473,1006.03003,3167,81,54.95529,1780,1
724,29.9222,1006.03998,3178,97,54.7617,1781,1
659,30.07851,1006.07001,3186,97,54.57096,1782,1
498,29.96283,1006.12,3187,96,54.24976,1783,1
415,30.11007,1006.03998,3190,96,54.0163,1784,1
901,30.48401,1006.03003,3194,95,54.07562,1785,1
898,30.43489,1006.10999,3188,89,53.89175,1786,1
890,30.70402,1006.03003,3183,84,53.97243,1787,1
875,31.00281,1006.03998,3182,83,54.43172,1788,1
1054,31.0647,1006.06,3184,85,54.97704,1789,1
1185,30.95112,1005.98999,3175,91,55.12943,1790,1
1367,31.00624,1006.12,3171,84,55.45921,1791,1
1018,30.71547,1006.12,3173,83,55.49412,1792,1
861,30.37729,1006.15997,3177,84,55.4184,1793,1
814,30.11045,1006.07001,3177,79,55.15232,1794,1
944,30.17378,1006.04999,3182,82,55.23739,1795,1
755,29.89674,1006.08002,3180,85,55.05333,1796,1
770,29.73614,1006.10999,3184,79,54.73404,1797,1
770,29.88729,1006.10999,3187,77,54.61426,1798,1
1252,30.23167,1005.91998,3183,112,54.86012,1799,1
1442,30.16167,1006.03003,3175,106,54.90227,1800,1
1111,30.1754,1005.96997,3164,97,54.77753,1801,1
1223,30.22776,1006.01001,3176,81,54.87843,1802,1
1346,30.18579,1006.07001,3183,74,54.85859,1803,1
1247,30.14936,1005.96002,3184,69,54.5393,1804,1
1026,30.03378,1005.96002,3192,71,54.22955,1805,1
991,30.1549,1005.96997,3194,79,54.26903,1806,1
923,30.18475,1006.0,3195,78,54.22401,1807,1
1036,30.26409,1006.01001,3194,78,54.10328,1808,1
1724,30.70574,1006.02002,3187,76,54.42448,1809,1
1651,30.69954,1006.01001,3176,74,54.33617,1810,1
2341,30.7704,1006.01001,3172,80,54.42505,1811,1
2943,30.7971,1005.98999,3167,80,54.58527,1812,1
4521,31.03008,1005.98999,3174,81,54.83665,1813,1
3382,30.91936,1005.94,3175,92,55.0375,1814,1
2846,30.83401,1005.96997,3171,91,55.47504,1816,1
1958,30.52864,1006.01001,3164,91,55.37968,1817,1
1958,30.46207,1005.97998,3154,92,55.46913,1818,1
1992,30.67293,1005.96002,3155,84,56.09684,1819,1
1961,30.81541,1005.88,3123,93,56.83784,1820,1
2069,30.69172,1005.96997,3118,98,57.37705,1821,1
2307,30.36928,1005.94,3105,75,57.88612,1822,1
2060,30.08423,1005.95001,3108,79,58.13084,1823,1
2110,29.75531,1005.88,3114,75,58.54931,1824,1
3013,29.45261,1005.87,3118,80,58.77247,1825,1
2281,28.73983,1005.96997,3135,87,58.51021,1826,1
1869,28.61452,1005.90997,3147,78,58.41961,1827,1
2443,29.01125,1005.87,3135,77,59.42612,1828,1
2512,28.77884,1005.87,3147,76,60.08301,1829,1
2559,28.70092,1005.87,3150,78,60.81219,1830,1
2338,28.17039,1005.89001,3145,78,61.46374,1831,1
3510,28.10526,1005.87,3153,72,62.34722,1832,1
3506,27.58865,1005.81,3166,76,62.90226,1833,1
2606,26.98946,1005.75,3180,74,63.17959,1834,1
2258,26.40934,1005.78003,3183,73,63.41667,1835,1
2258,25.66099,1005.90002,3191,70,63.29937,1836,1
1503,25.1071,1005.78998,3198,71,62.85095,1837,1
1209,24.92485,1005.78998,3206,71,62.66251,1838,1
1097,24.76759,1005.79999,3219,72,62.52289,1839,1
1165,24.71247,1005.85999,3216,71,62.31861,1840,1
1324,24.88298,1005.79999,3221,66,62.27798,1841,1
1231,24.73068,1005.81,3224,70,61.89079,1842,1
1159,24.70093,1005.85999,3218,67,61.38821,1843,1
1441,24.92142,1005.85999,3218,82,61.33614,1844,1
1243,25.11415,1005.92999,3222,69,61.29761,1845,1
1225,25.01993,1005.82001,3220,67,60.96725,1846,1
1042,24.9999,1005.81,3217,64,60.4208,1847,1
1046,25.1482,1005.87,3214,62,60.15644,1848,1
1896,25.73843,1005.87,3206,62,60.53066,1849,1
2049,26.15175,1005.87,3200,67,60.90679,1850,1
1840,26.23749,1005.82001,3205,63,61.10725,1851,1
2011,26.41325,1005.78998,3205,65,61.37695,1852,1
2065,26.43843,1005.88,3198,66,61.66267,1853,1
1967,26.43976,1005.79999,3178,65,61.95831,1854,1
1967,26.51348,1005.89001,3169,64,62.5246,1855,1
1827,26.25647,1005.77002,3177,66,62.81395,1856,1
1927,25.96416,1005.77002,3164,72,62.83875,1857,1
2178,25.88186,1005.75,3161,86,63.1958,1858,1
1710,25.4261,1005.78998,3152,82,62.90836,1859,1
1761,25.4612,1005.73999,3143,76,62.96787,1860,1
1959,25.47741,1005.75,3158,88,63.18054,1861,1
1919,25.20657,1005.81,3170,82,62.93812,1862,1
1395,25.0886,1005.87,3181,72,62.79697,1863,1
1095,25.15421,1005.87,3195,70,62.70008,1864,1
987,24.93649,1005.94,3207,71,62.41703,1865,1
947,24.92886,1005.76001,3211,74,62.08439,1866,1
1192,24.93238,1005.90002,3211,81,61.53488,1867,1
1365,25.15678,1005.97998,3196,85,61.25565,1868,1
1104,25.23088,1006.01001,3199,83,61.08627,1869,1
1401,25.52509,1005.94,3184,79,60.82726,1870,1
1262,25.81844,1005.98999,3157,95,61.14616,1871,0
1046,25.88425,1005.90997,3168,77,61.28826,1872,1
1046,26.07594,1005.82001,3182,64,61.44085,1873,1
1455,26.25923,1005.83002,3169,62,61.68537,1874,1
1743,26.71318,1005.81,3140,60,62.37545,1875,1
2480,26.52779,1005.75,3132,59,62.75845,1876,1
1807,26.4884,1005.73999,3134,62,63.37719,1877,1
1845,25.76761,1005.70001,2973,53,63.61313,1878,1
1493,25.79374,1005.71002,2963,52,63.99059,1879,1
1828,24.85094,1005.71997,3058,85,64.02798,1881,1
1517,24.82204,1005.76001,3104,86,63.95664,1882,1
1229,24.59364,1005.88,3127,84,63.71384,1883,1
1657,24.64371,1005.81,3130,84,63.53855,1884,1
1871,24.67012,1005.78003,3058,107,63.36269,1885,1
1477,24.41511,1005.85999,3076,130,63.24368,1886,1
2077,24.68214,1005.81,3139,121,63.58681,1887,1
2471,24.86715,1005.81,3177,127,64.37244,1888,1
2415,24.88976,1005.81,3201,143,65.03372,1889,1
1400,24.45154,1005.71002,3224,134,65.06119,1890,1
2513,24.42427,1005.77002,3228,130,65.55672,1891,1
2366,24.28732,1005.81,3228,159,65.86227,1892,1
2022,24.09649,1005.73999,3210,129,65.86113,1893,1
1759,23.86694,1005.78998,3210,125,65.94009,1894,1
1983,23.64016,1005.73999,3226,121,65.88383,1895,1
1361,23.3182,1005.77002,3228,120,65.60707,1896,1
1217,23.23503,1005.82001,3214,115,65.32955,1897,1
1125,23.28806,1005.81,3230,114,65.00874,1898,1
1069,23.46601,1005.79999,3266,73,64.05697,1900,1
1016,23.62185,1005.78003,3272,68,63.93566,1901,1
932,23.85225,1005.81,3278,67,63.72242,1902,1
1079,23.8266,1005.79999,3281,82,63.48953,1903,1
1181,24.0778,1005.78003,3280,82,63.24444,1905,1
1622,24.4729,1005.75,3193,80,63.67416,1906,1
1043,24.14961,1005.81,3186,84,63.40942,1907,1
868,23.99845,1005.77002,3182,79,63.09834,1908,1
